Title,Directions,Quantity,Ingredient,Unit01,Quantity02,Unit02,Quantity03,Unit03,Quantity04,Unit04,Quantity05,Unit05,Quantity06,Unit06,Quantity07,Unit07,Quantity08,Unit08,Quantity09,Unit09,Quantity10,Unit10,Quantity11,Unit11,Quantity12,Unit12,Quantity13,Unit13,Quantity14,Unit14,Ingredient14,Quantity15,Unit15,Quantity16,Unit16,Quantity17,Unit17,Quantity18,Unit18,Quantity19,Unit19,Category
Apple Dessert for a Crowd,"Combine flour, sugar, salt and shortening. Add egg/milk mixture to flour mixture using beater. Put 1/2 of mixture into a jelly roll pan. Reserve other 1/2 for the op. Sprinkle onto dough in pan; cornflakes, apples, sugar, and cinnamon. Cover with the other 1/2 of dough. Beat egg white until stiff, spread over crust.

Bake at 400 degrees for about 40 minutes.

Glaze with powdered sugar and hot water glaze while still warm. Would also be good in a smaller pan for a coffee cake strudel breakfast roll.",2 1/2,"flour,sugar,salt,shortening,egg yolk, plus enough milk to make 1/2 cup,cornflakes, crushed,cornflakes, crushed,tart apples, sliced,sugar,cinnamon",cups,1,tablespoon,1,,1,cup,1,,1,cup,1,cup,5,cups,1 1/2,cups,1,teaspoon,,,,,,,,,,,,,,,,,,,,Side Dish
Chilled Prune Whip,"Bring prunes and water to boil, simmer 10 minutes. Cool. Beat egg whites with salt to stiff peaks, In small mixer bowl combine prunes and lemon juice beat until well blended. Fold into egg whites. FOld in nuts. Spoon into dishes. Serves 6 to 8.",1 1/2,"whole prunes,water,egg whites,salt,sugar,lemon juice,pecans, chopped",cups,1 1/2,cups,3,,02-Jan,teaspoon,02-Jan,cup,2,tablespoons,02-Jan,cup,,,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
Fresh Peach Dessert,"Soak gelatin in cold water. Combine margarine, sugar, and egg yolks. Cook until thick. Add gelatin - pour hot mixture over marshmallows. Blend. Fold in stiff-beaten egg whites and peaches. Alternate in layers with cookie crumbs in dish. Chill to serve.",4,"peaches, sliced,small marshmallows,cold water,powdered sugar,vanilla wafers, crushed,knox gelatin,margarine,eggs",cups,02-Jan,cup,04-Jan,cup,1,cup,2,cups,1,package,03-Jan,cup,2,,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
South Carolina Cobbler,"Toss peaches with 1 cup sugar and almond flavoring. Set aside.

Melt butter in 2 quart baking dish. In a bowl, combine flour, baking powder, salt and 1/2 cup sugar. Stir in milk. Mix well. Pour evenly over butter. Do not stur. Spoon peaches on top.

Bake at 350 degrees for 50-55 minutes, until golden brown.

Serve with ice cream.",4,"fresh peaches (or frozen, thawed), sliced,sugar, divided,almond flavoring,butter or margarine, melted,flour,baking powder,salt,milk",cups,1 1/2,cups,02-Jan,teaspoon,02-Jan,cups,04-Mar,cups,2,teaspoons,,pinch,04-Mar,cups,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
Spanish Cream Pudding,"Separate eggs. Put whites in large bowl. Mix sugar, gelatin and salt in double boiler, add milk. Place over medium heat. Stir well until gelatin dissolves, 3-6 minutes. Beat egg yolks with fork, gradually add milk. Cook in double boiler, but do not let water boil. Cook 10-15 minutes. Add flavoring. Drip at side of egg whites. Fold in gradually.",02-Jan,"sugar,knox gelatin,salt,milk,vanilla,eggs",cups,1,envelope,08-Jan,teaspoon,2 1/2,cups,1,teaspoon,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
Artichoke-Mozzarella Casserole,"Heat the olive oil in a small frying pand and saute the onion, garlic, parsley and oregano in it until the onions are soften well.

Beat the eggs and stir in the sauteed mixture, the artichoke hearts, bread crumbs, cheese, and salt.

Add a dash of hot pepper liquid and stir to mix well.

Preheat oven to 350 degrees. Turn into a lightly greased 9-inch square baking dish and bake for about 1/2 hour, or until set. Serves 4 to 6.",2,"olive oil,green onion, minced,garlic, pressed,parsley, minced,leaf oregano,eggs,artichoke hearts, drained, finely chopped,dry bread crumbs,mozzarella cheese, shredded,salt,hot pepper liquid",tablespoons,02-Jan,cup,2,cloves,3,tablespoon,1,teaspoon,4,,14,ounce can,04-Jan,cup,02-Jan,pound,02-Jan,teaspoon,,,,,,,,,,,,,,,,,,,,Side Dish
Asparagus Tomato Quiche,"Preheat oven to 375 degrees.

Beat eggs with next 4 ingredients; stir in cheese. Saving 6 asparagus spears for the top, chop the rest into 1"" lengths; lay on bottom of pie shell, pour in liquid. Bake 20 minutes. Remove and quickly arrange tomato and asparagus on top in a wagon wheel pattern. Bake another 20-30 minutes. Serves 4 to 6.",1,"10 inch pie shell, partially baked,eggs, beaten,flour,paprika,salt,dry mustard,half and half,grated swiss cheese,fresh aparagus spears, washed and trimmed,tomato, sliced into four 1/4"" slices",,4,large,3,tablespoons,1,teaspoon,1,teaspoon,02-Jan,teaspoon,1 1/2,cups,2,cups,10,,1,medium,,,,,,,,,,,,,,,,,,,,Side Dish
Beef Enchiladas,"Saute beef with garlic, salt, vinegar, water, and chili powder. Stir in beans. Set aside.

In hot oil in skillet saute garlic and onion until golden.

Remove from heat, stir in flour, tomato sauce, vinegar, and hot bouillon. Bring to boil. Add chili powder, salt and pepper. Simmer 5 min.

Preheat oven to 350 degrees. Place 1/3 cup filling in center of each tortilla which has been dipped in hot oil or sauce. Roll up, arrange seam down in baking dish. Pour sauce over all. Sprinkle with cheese.

Bake about 25 minutes.",1,"beef,garlic, chopped,salt,vinegar,water,chili powder,red kidney beans,tortillas,salad oil,garlic, chopped,onion, chopped,flour,tomato sauce,beef bouillon,boiling water,chili powder,salt,pepper",pound,1,clove,2,teaspoons,1,tablespoons,1,tablespoon,1,tablespoon,1,tablespoon,10,,3,tablespoons,1,clove,04-Jan,cup,2,tablespoons,2,cans,1,tablespoon,vinegar,1,cube,1,cup,2,teaspoon,02-Jan,teaspoon,,,Side Dish
Beef Spinach Quiche,"Melt butter, add onion. Cook until soft. Add meat, cook and drain. Squeeze spinach to remove liquid. In a bowl, mix beef, onion, spinach, and seasonings. Beat eggs with cream. Stir into meat. Pour into shell. Top with cheese. Bake for 30 minutes at 375 degrees. Let set 10 minutes before eating.",1,"10 inch  baked pie shell,butter,onion, diced,hamburger,eggs,heavy cream,spinach, drained,salt,pepper,nutmeg,cheese",,3,tablespoons,1,cup,1,pound,2,large,1,cup,1,can,04-Mar,teaspoon,04-Jan,teaspoon,08-Jan,teaspoon,02-Jan,cup,,,,,,,,,,,,,,,,,,Side Dish
Broccoli and Rice Casserole,"Cook rice and put in buttered casserole. Boil broccoli according to instructions on the package. Brown onions and celery in butter, add cooked broccoli and soup together. Pour over rice, top with cheese. Can use grated cheddar if you choose. Dot with butter. Put in oven until heated about 10 to 15 minutes at 350 degrees.

Can be made ahead of time and frozen. hen frozen, allow to thaw completely then heat about 10 minutes longer.",2,"minute rice, uncooked,frozen broccoli, chopped,onion,celery, chopped,mushroom soup,Cheeze Whiz,butter",cups,1,package,1,medium,02-Jan,cup,1,cup,1,pound,02-Jan,stick,,,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
Broccoli Cheese Pie,"Cut florets from broccoli in thin slices; peel tender stems and cut coarsely. Cook 5 minutes to tender. Combine eggs, milk, salt, pepper, pepper sauce, nutmeg, parsley and swiss cheese. Stir in broccoli. Turn into buttered 10 inch pie pan. Sprinkle with parmesan. Bake in 350 degree oven for 30-35 minutes. Cool 10 minutes. Serve with sliced tomatoes and hot biscuits.",1 1/2,"fresh broccoli,onion, minced,milk,nutmeg,parmesan cheese,pepper sauce,eggs, slightly beaten,salt,pepper,parsley,swiss cheese",pounds,03-Feb,cup,1 1/4,cups,08-Jan,teaspoon,03-Jan,cup,few,drops,4,,1,teaspoon,,,1,tablespoon,03-Feb,cup,,,,,,,,,,,,,,,,,,Side Dish
Cheese Strata,"Arrange bread and cheese in alternate layers in greased baking dish. Bread on top and bottom. Combine eggs, milk, and seasonings. Pour over bread and cheese. Chill 1 hour. Bake 1 hour at 350 degrees or until set.",12,"bread,grated cheese,eggs, beaten,milk,salt,pepper,dry mustard",slices,2,cups,4,,2 1/2,cups,04-Mar,teaspoon,08-Jan,teaspoon,02-Jan,teaspoon,,,,,,,,,,,,,,,,,,,,,,,,,,Side Dish
Chicken Tamale Pie,"Brown onion and bacon.

Cook cornmeal, broth, eggs, salt, cayenne, and cumin until stiff.

Add tomatoes, chicken, corn, oil, chili powder, bacon, onions, and sliced olives.

Bake at 350 degrees for 1 1/2 hours.

Cook and stir the following to make sauce: 1/4 pound melted butter, 2 tablespoons flour, 2 cups chicken broth, 1 tablespoon chili powder, 1 teaspoon cumin, 1 can hot sauce. Serve at table with tamale pie.",6,"boned chicken breasts, cooked, cut into bite-size,onion, chopped,bacon, chopped,yellow cornmeal,chicken broth,eggs, beaten,cumin,salt,cayenne pepper,tomatoes,creamed corn,oil,chili powder,onions,sliced olives",,1,large,04-Jan,pound,2,cups,3,cups,3,,2,teaspoons,,,,,1,large can,1,can,1,cup,1,tablespoon,,,"bacon, chopped",,,,,,,,,,,Side Dish
Chili Cheese Puff,"Preheat oven to 350 degrees.

In medium size bowl beat eggs until light and lemon colored. Add flour, baking powder, salt, cottage cheese, and jack cheese. Blend until smooth. Stir in chiles.

Pour into buttered 9"" x 13"" baking dish. Bake 35 minutes or until top is brown and firm.",10,"eggs,flour,baking powder,salt,cottage cheese,jack cheese, shredded,diced green chiles",,02-Jan,cup,1,teaspoon,02-Jan,teaspoon,2,cups,4,cups,2,4 oz cans,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Chili Chicken,"saute onion in butter, add soups, pimento, chiles, chicken and 1/2 the cheese.

Cook noodles until tender. Drain. Stir sauce into noodles. Pour into large baking dish. Add rest of cheese or buttered crumbs.

Chill over night. Bake at 350 degrees for 1 hour.",1,"medium noodles,onion, chopped,butter or margarine, melted,cream of mushroom soup or 2 cans cream of mushroom and 1 can chicken broth,jar pimentos,chopped green chiles,chicken, cooked and boned, cut into bite-size pieces,cheddar cheese, grated",12 oz package,1,medium,2,tablespoons,3,cans,1,4 oz,1,4 oz,1,whole,2,cups,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Chinese Noodle Casserole,"Rinse nuts and tuna to remove excess salt. Add 1/4 cup water to soup. Pour half of soup over celery and onions in a large bowl. Add tuna and nuts, and 1 cup of noodles. Pour remaining soup on top and mix. Pour into buttered casserole and smooth top with a spoon. Crush remaining noodles and sprinkle on top. Bake 325 degrees for 45 minutes.",1,"mushroom soup,tuna in oil,cashew nuts,celery, chopped,onion, chopped,chow mein noodles",can,1,can,1,3 oz package,1,cup,04-Jan,cup,1,can,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Crazy Crust Pizza,"Mix well. Pour into greased and floured pan. Top with 1 1/2 pounds browned ground beef or sausage, and pepperoni. Add 1 can drained slice mushrooms over top. Bake at 375 degrees for 10 minutes. Add pizza sauce, cheese, etc. Bake 20 minutes more.",1,"flour,salt,oregano or italian seasoning,pepper,eggs,milk",cup,1,teaspoon,02-Jan,teaspoon,08-Jan,teaspoon,2,,03-Feb,cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Deep Dish Pizza,"Mix dough as instructed. Line bottom of greased 9"" x 12"" baking dish, bringing dough up sides. Cook burger and onion. Put in dough, add mushrooms, and olives. Mix tomatoes with the canned pizza sauce. Pour over meat. Sprinkle with shredded cheese, and grated cheese from package. Bake at 425 degrees for 20 minutes.",1,"Chef Boyardee package pizza mix,hamburger,chopped onion,tomatoes, drained and chopped,mushroom stems and pieces,sliced olives,jack and mozzarella cheese, shredded",package,1,pound,02-Jan,cup,1,16 oz can,1,can,02-Jan,cup,1,cup,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Easy Pasta Bake,"Cook ground beef in skillet; drain. Stir in cooked pasta, spaghetti sauce and grated parmesan cheese. Spoon into 13"" x 9"" baking dish. Top with mozzarella cheese. Bake at 375 degrees for 20 minutes.",1,"ground beef,cooked pasta,spaghetti sauce,parmesan cheese,mozzarella cheese, shredded",pound,5,cups,1,30 oz jar,02-Jan,cup,1,8 oz package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Fum Gum,"Bake at 350 degrees for 30 to 40 minutes. Decorate with more cheese before serving.

May add green pepper or other veggies if desired.",1 1/2,"elbow macaroni, cooked,onion, diced,left-over beef, cubed,cubed cheese,stewed tomatoes,tomato sauce,garlic,salt",cups,1,small,1 1/2,cups,1,cup,1,can,1,8 oz can,,,,,pepper,,parsley,,,,,,,,,,,,,,,,,,,,,Main Dish
Garden Quiche,"Heat oven to 425 degrees. Mix baking mix and water until soft dough forms; beat vigorously 20 strokes. Gently smooth dough into ball on floured cloth-covered board. Knead 5 times. Roll dough 2 inches larger than inverted 9-inch pie plate. Ease into plate; flute edge if desired. Sprinkle broccoli, cheese and onions in cryst. Beat remaining ingredients with hand beater; pour over broccoli mixture. Bake 15 minutes.

Reduce oven temperature to 300 degrees. Bake until knife inserted 1 inch from edge comes out clean, about 35 minutes. Let stand 10 minutes before cutting. Serves 6.",1,"Bisquick baking mix,cold water,fresh or frozen broccoli, chopped,swiss cheese, shredded,french fried onions,,eggs,whipping cream,salt,sugar,cayenne pepper",cup,04-Jan,cup,1,cup,1,cup,1,cup,4,,2,cups,04-Mar,teaspoon,04-Jan,teaspoon,08-Jan,teaspoon,,,,,,,,,,,,,,,,,,,,Main Dish
Impossible Taco Pie,"Heat oven to 400 degrees. Grease pie plate, 10 x 1 1/2"".

Cook and stir beef and onion until brown; drain. Stir in seasoning mix. Spread in plate; top with chilies.

Beat milk, baking mix and eggs until smoth, 15 seconds in blender on high or 1 minute with hand beater. Pour into plate.

Bake 25 minutes. Top with tomatoes and cheese. Bake until knife inserted between center and edge comes out clean, 8 to 10 minutes. Cool 5 minutes. Top with sour cream, tomatoes, lettuce and cheese if desired. Serves 6 to 8.",1,"ground beef,onion, chopped,taco seasoning mix,chopped green chiles, drained,milk,Bisquick baking mix,eggs,tomatoes,monterey jack or cheddar cheese, shredded",pound,02-Jan,cups,1,envelope,1,4 oz can,1 1/4,cups,04-Mar,cups,3,,2,,1,cup,,,,,,,,,,,,,,,,,,,,,,Main Dish
Pasta Primavera,"For pesto, in a blender container or food processor bowl. Place fresh basil or parsley, red or green pepper, mayonnaise, parmesan cheese, lemon juice, salt, red pepper and black pepper. Cover; blend or process till pureed. Set aside.

In a large amount of boiling salted water cook pasta for 6 minutes. Add carrots and onion. Return to boiling; cook for 2 minutes. Add zucchini or yellow squash. return to boiling; cook for 2 minutes more.

Drain pasta and vegetables; return to saucepan. Stir in pesto; add chicken to turkey. Toss well to combine. Cook over very low heat for 2 minutes or until heated through, tossing occasionally. Serve immediately. Makes 4 servings.",1,"fresh basil or parsley, crushed,red or green pepper, cut up,reduced calorie mayonnaise,parmesan cheese, grated,lemon juice,salt,ground red pepper,ground black pepper,fettucine or linguine,carrots, julienned,cooked chicken or turkey breast, cut into strips",cup,1,medium,02-Jan,cup,2,tablespoons,1,tablespoon,02-Jan,teaspoon,08-Jan,teaspoon,08-Jan,teaspoon,8,oz,2,large,10,oz,,,,,,,,,,,,,,,,,,Main Dish
Ranch-style Baked Beans,"Preheat oven to 400 degrees

In large skillet melt butter or margarine and brown meat.

Stir in remaining ingredients. Pour into 2 1/2 quart casserole. Bake 30-45 minutes.",2,"margarine,ground chuck,Lipton onion soup mix,pork and beans in tomato sauce,kidney beans, drained,ketchup,cold water,prepared mustard,cider vinegar",tablespoons,1,pound,1,envelope,1,16 oz can,1,16 oz can,1,cup,02-Jan,cup,2,tablespoons,2,teaspoons,,,,,,,,,,,,,,,,,,,,,,Main Dish
Savory Chicken Casserole,"Brown chicken in shortening.

In skillet blend: cream of chicken soup, milk, poultry seasoning, salt and pepper. Add carrots, onions, and lima beans.

Cover, cook 20 minutes. Pour over chicken. Bake covered at 375 degrees for 1 hour. Uncover and cook 15 minutes.",2,"chicken pieces,shortening,milk,cream of chicken soup,poultry seasoning,salt,pepper,carrots, cut into chunks,frozen lima beans,onions",pounds,2,tablespoons,02-Jan,can,1,can,04-Jan,teaspoon,04-Jan,teaspoon,,,4,,1,package,6,small,,,,,,,,,,,,,,,,,,,,Main Dish
Sour Cream Enchiladas,"Blend sour cream, onions, cumin, and cheese. Heat tortillas in oil to make them flexible. Put small amount of sauce in bottom of baking dish. Roll filling in tortillas. Place in pan. Put remained of sauce over top. Top with cheese. Bake at 375 degrees for 20 minutes. Make 6 servings. This recipe also works well for chicken enchiladas. Just add two cooked chicken breasts, cut into bite-size pieces.",1,"sour cream,green onions, chopped,cumin,shredded cheese,corn tortillas,oil,enchilada sauce",pint,1,cup,02-Jan,teaspoon,4,cups,12,,4,tablespoons,1,can,,,,,,,,,,,,,,,,,,,,,,,,,,Main Dish
Spinach Fritatta,"Wash spinach. Cover and steam 3 to 4 minutes, just until wilted. refresh under cold water, drain and squeeze out all moisture. Chop to 3/4 cup. Set aside.

Fry bacon and crumble, set aside.

Saute spinach, green onions, garlic, and basil in bacon drippings until soft and tender. Add salt and pepper. Beat eggs with water until frothy, pour over vegetables in skillet. Sprinkle bacon on top. Cook on medium heat until eggs are set. Lift edges of set portion and let uncooked egg flow beneath. Cook until done, about 7 to 8 minutes.

Sprinkle with cheese. Place under broiler 2 or 3 minutes until eggs are completely set and cheese is bubbly. Serve with salsa.",02-Jan,"fresh spinach,bacon,green onion, chopped,clove garlic, minced,basil,salt,pepper,eggs,water,swiss cheese, grated",pound,3,slices,04-Jan,cup,1,medium,02-Jan,teaspoon,,,,,5,,04-Jan,cup,02-Jan,cup,,,,,,,,,,,,,,,,,,,,Main Dish
Stuffed Green Peppers,Parboil peppers. Mix all the above. Fill peppers. Place in casserole. Pour tomato sauce over top. Bake 1 hour at 350 degrees.,1,"hamburger,fresh ripe tomato,caraway seed,salt,pepper,egg,cooked rice,chopped onion,tomatoes",pound,1,,1,teaspoon,1,teaspoon,,,1,,04-Jan,cup,04-Jan,cup,1,can,,,,,,,,,,,,,,,,,,,,,,Main Dish
Tamale Pie,,1,"onion,garlic,cornmeal,salad oil,hamburger,spanish seasoning,tomatoes,cream corn,pitted olives,tomato soup,grated cheese,salt,pepper",,1,clove,1,cup,02-Jan,cup,1,pound,2,tablespoons,1,2.5 pound can,1,can,1,can,1,can,,,,,,,,,,,,,,,,,,,,Main Dish
Tulelake Potato Casserole,,2,"frozen hashbrowns, thawed,melted butter,teaspoon salt,pepper,dried onion or 1/2 cup fresh,cream of chicken soup,cheddar cheese, grated,sour cream,butter, melted,cornflakes, crushed",pounds,04-Jan,cup,1,teaspoon,02-Jan,teaspoon,3,tablespoons,1,can,2,cups,1 1/2,cups,04-Jan,cup,2,cups,,,,,,,,,,,,,,,,,,,,Main Dish
Wild Mushroom and Spinach Lasanga,"Cook lasagna noodles according to package intsructions; set aside. Place oil in large, heavy skillet over medium heat. Add garlic and shallots; cook about 5 minutes, until soft. Add mushrooms; cook until liquid is evaporated, about 10 minutes. With slotted spoon, transfer to a large bowl and reserve.

Melt butter in skillet; blen in flour and cook for 2 minutes, sturring constantly. Gradually whisk in milk; bring to a simmer. Cook, stirring, until sauce thickens, about 5 minutes.

Stir in gorgonzola, 1/2 up parmesan and the tomato paste. Continue cooking and stirring until the cheese is melted. Stir half the mushrooms misture into sauce. Add salt and pepper to taste. remove from heat; reserve.

In large mixing bowl, combine spinach, ricotta, 3/4 cup parmesan, eggs, basil, nutmeg, salt and pepper to taste with remaining mushrooms mushroom mixture; stir to blend.

(Both sauce and filling can be made a day in advance, covered tightly and refrigerated; reheat before assembling lasagna.)

Preheat oven to 375 degrees. Spread a thin layer of sauce on bottom of 2-quart casserole or deep baking dish. Place layer of noodles over sauce. Spoon layer of spinach/mushroom filling over noodles and top with sauce. Repeat layers, ending with noodles and thin layer of sauce. Sprinkle remaining 1/4 cup parmesan over top. Bake about 35 to 40 minutes or until browned and bubbly. If top browns before sauce is bubbly, cover loosely with aluminum foil. Yields 6 to 8 servings.",1,"lasagna noodles,olive oil,garlic, finely chopped,shallots, finely chopped,button mushrooms, chopped,shitake mushrooms, chopped,butter,flour,milk,gorgonzola, crumbled,fresh parmesan, grated,tomato paste,salt and pepper to taste,ricotta cheese,eggs, lightly beaten,dried basil,grated nutmeg",pounds,3,tablespoons,2,cloves,3,,04-Mar,pound,02-Jan,pound,04-Jan,cup,04-Jan,cup,3,cups,02-Jan,cup,1 1/2,cups,2,tablespoons,,,3,10 oz packages,"frozen chopped spinach, thaw and squeeze dry",1 1/2,cups,3,large,1 1/2,teaspoons,08-Jan,teaspoon,,,Main Dish
Zucchini Casserole,"Cook zucchini whole in small amount of water until crisp and tender. Cool. Saute onion and garlic in 4 tablespoons butter. Cube squash, add to onion. Stir in cheese and seasonings. Cool. Then mix with beaten eggs. Spoon in buttered baking dish, melt remaining butter, toss with bread crumbs. Sprinkle on top of zucchini mixture.

Bake 35 to 45 minutes at 350 degrees until set. Serves 4-6",1 1/2,"small zucchini,onion, chopped,garlic, chopped,butter, divided,accent seasoning mix,salt,eggs, beaten,cheese, shredded,parmesan cheese,thyme,pepper",pounds,1,large,1,clove,6,tablespoons,1,teaspoon,1,teaspoon,2,,1,cup,02-Jan,cup,02-Jan,teaspoon,08-Jan,teaspoon,,,,,,,,,,,,,,,,,,Main Dish
Zucchini-Ham Cheese Pie,"Saute onion, garlic, and zucchini in oil about 5 minutes, until tender. Removed from heat. Add ham, cheese, sour cream, eggs, and seasoning. Spoon into baked pie shell.

Melt 2 tablespoons butter. Mix with 1/2 cup bread crumbs and 1/4 cup grated parmesan. Sprinkle in 2 inch ring around filling.

Bake 350 degrees at 45 to 50 minutes until set. Let stand 10 minutes before serving.",1,"onion, sliced thinly,zucchini, sliced,garlic, minced,oil,cooked slivered ham, optional,swiss cheese, shredded,sour cream,eggs, beaten,oregano,salt,pepper",,3,small,1,large clove,03-Jan,cup,2,cups,1,cup,1 1/4,cups,3,,02-Jan,teaspoon,1,teaspoon,04-Jan,teaspoon,,,,,,,,,,,,,,,,,,Main Dish
